time,latitude,longitude,depth
2018-07-09T05:35:22.900Z,19.3966675,-155.2708282,2.15
2018-07-09T05:24:25.620Z,19.3973331,-155.2640076,-0.99
2018-07-09T05:24:24.530Z,19.4006672,-155.2689972,0.62
2018-07-09T05:15:03.660Z,19.4190006,-155.2666626,0.41
2018-07-09T05:08:04.790Z,19.4036674,-155.2653351,0.46
2018-07-09T04:59:12.180Z,19.3973331,-155.2731628,1.29
2018-07-09T04:56:51.840Z,19.4195004,-155.2836609,0.37
2018-07-09T04:55:45.530Z,19.3980007,-155.2749939,0.68
2018-07-09T04:51:26.400Z,19.409,-155.26,0.44
2018-07-09T04:50:42.030Z,19.3908329,-155.2851715,0.52
2018-07-09T04:48:21.190Z,19.399334,-155.2681732,-0.24
2018-07-09T04:46:47.490Z,19.3969994,-155.2714996,-0.15
2018-07-09T04:31:57.890Z,19.4351673,-155.2658386,0.77
2018-07-09T04:28:24.650Z,19.4371662,-155.2803345,-1.12
2018-07-09T04:26:30.570Z,19.3981667,-155.2706604,0.42
2018-07-09T04:15:20.150Z,15.1774,-93.1594,78.07
2018-07-09T04:05:06.890Z,19.3990002,-155.2688293,0.4
2018-07-09T03:56:05.880Z,19.4171658,-155.2598267,0.36
2018-07-09T03:46:41.780Z,19.3956661,-155.2683258,-0.22
2018-07-09T03:41:26.790Z,19.4263325,-155.2783356,2.41
2018-07-09T03:30:10.940Z,19.399334,-155.2668304,0.34
2018-07-09T03:27:59.480Z,19.3985004,-155.2733307,0.33
2018-07-09T03:21:54.390Z,19.4290009,-155.2704926,0.07
2018-07-09T03:16:13.320Z,52.6606,-166.4398,28.47
2018-07-09T03:08:04.070Z,19.3983326,-155.2733307,-0.51
2018-07-09T03:05:11.290Z,19.4133339,-155.2863312,0.59
2018-07-09T03:04:03.360Z,19.4246674,-155.2584991,0.79
2018-07-09T02:55:22.490Z,19.4176674,-155.2749939,1.05
2018-07-09T02:53:46.510Z,31.6636,-104.5034,5
2018-07-09T02:47:52.250Z,19.4193325,-155.2700043,0.13
